date,best_family,lambda_L,lambda_U,lambda_L_t,lambda_L_cl,AIC_best,AIC_gauss,regime
2004-12-31,Gaussian,0.0,0.0,0.08776499337889189,6.496292184789622e-300,1.1304081355860833,1.1304081355860833,Gaussian
2005-01-31,Student-t,0.09493417789936345,0.09493417789936345,0.09493417789936345,6.496292184789622e-300,0.919876230726135,1.1100232830341596,Tail-dependent
2005-02-28,Student-t,0.08404363604405869,0.08404363604405869,0.08404363604405869,6.496292184789622e-300,1.089849702911331,1.0939529161366996,Tail-dependent
2005-03-31,Student-t,0.11789220776991038,0.11789220776991038,0.11789220776991038,6.496292184789622e-300,0.24444154747938418,1.1159402800735683,Tail-dependent
2005-04-30,Student-t,0.14923197193045096,0.14923197193045096,0.14923197193045096,6.496292184789622e-300,0.16620694858672902,1.5566943705982335,Tail-dependent
2005-05-31,Student-t,0.14514919181701944,0.14514919181701944,0.14514919181701944,6.496292184789622e-300,-0.05498741848551081,1.4676379635407597,Tail-dependent
2005-06-30,Student-t,0.14662033885111417,0.14662033885111417,0.14662033885111417,6.496292184789622e-300,-0.0044644584017099476,1.502747212046329,Tail-dependent
2005-07-31,Student-t,0.1327428679663403,0.1327428679663403,0.1327428679663403,6.496292184789622e-300,0.1096452372439054,1.4217136076339263,Tail-dependent
2005-08-31,Student-t,0.12621658488613577,0.12621658488613577,0.12621658488613577,6.496292184789622e-300,-0.6063171897186344,1.066207527440978,Tail-dependent
2005-09-30,Student-t,0.11846788189667716,0.11846788189667716,0.11846788189667716,6.496292184789622e-300,-0.7457433836222567,0.8819399688455505,Tail-dependent
2005-10-31,Student-t,0.13132289137436698,0.13132289137436698,0.13132289137436698,6.496292184789622e-300,-0.2900797767057135,1.179875083769093,Tail-dependent
2005-11-30,Student-t,0.14464268087384827,0.14464268087384827,0.14464268087384827,6.496292184789622e-300,-0.44111886873527073,1.2906745793447314,Tail-dependent
2005-12-31,Student-t,0.16088368768017905,0.16088368768017905,0.16088368768017905,6.496292184789622e-300,-0.4702882196870579,1.4718849253116393,Tail-dependent
2006-01-31,Student-t,0.15036435175487312,0.15036435175487312,0.15036435175487312,6.496292184789622e-300,0.6291481125058245,1.6642964929281567,Tail-dependent
2006-02-28,Student-t,0.17832573908061172,0.17832573908061172,0.17832573908061172,6.496292184789622e-300,-0.664530372587989,1.775645855280276,Tail-dependent
2006-03-31,Student-t,0.19540925210443855,0.19540925210443855,0.19540925210443855,6.496292184789622e-300,-0.5124172171161936,1.9750651605024214,Tail-dependent
2006-04-30,Student-t,0.19776341845463954,0.19776341845463954,0.19776341845463954,6.496292184789622e-300,-0.036776076202929,1.996209530243322,Tail-dependent
2006-05-31,Student-t,0.205526195828598,0.205526195828598,0.205526195828598,6.496292184789622e-300,-0.014858815504672052,1.9519657317025723,Tail-dependent
2006-06-30,Student-t,0.20352271116284099,0.20352271116284099,0.20352271116284099,6.496292184789622e-300,-0.039115450830702336,1.9663892593994694,Tail-dependent
2006-07-31,Student-t,0.19504797593386727,0.19504797593386727,0.19504797593386727,6.496292184789622e-300,0.1840651838221703,1.9710405523203673,Tail-dependent
2006-08-31,Student-t,0.20438967774380376,0.20438967774380376,0.20438967774380376,6.496292184789622e-300,-0.32742657727644353,1.9565505486222678,Tail-dependent
2006-09-30,Gumbel,0.0,0.17776213713457145,0.19344944156878396,8.184613710126911e-150,-1.0388153481711013,1.3796386323522096,Tail-dependent
